"picklist name","picklist value","picklist value description","CFIHOS unique id","source standard code","created date","modified date","terminated date","change request number","status"
"ISO country","CA","Canada","CFIHOS-60002038","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CC","Cocos (Keeling) Islands","CFIHOS-60002047","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CD","Democratic Republic of the Congo","CFIHOS-60002060","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CF","Central African Republic","CFIHOS-60002040","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CG","Congo","CFIHOS-60002050","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CH","Switzerland","CFIHOS-60002212","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CI","Côte d'Ivoire","CFIHOS-60002058","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CK","Cook Islands","CFIHOS-60002051","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CL","Chile","CFIHOS-60002042","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CM","Cameroon","CFIHOS-60002037","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CN","China","CFIHOS-60002043","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CO","Colombia","CFIHOS-60002048","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CR","Costa Rica","CFIHOS-60002052","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CU","Cuba","CFIHOS-60002054","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CV","Cabo Verde","CFIHOS-60002035","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CW","Curaçao","CFIHOS-60002055","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CX","Christmas Island","CFIHOS-60002046","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CY","Cyprus","CFIHOS-60002056","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","CZ","Czechia","CFIHOS-60002057","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","DE","Germany","CFIHOS-60002083","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","DJ","Djibouti","CFIHOS-60002062","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","DK","Denmark","CFIHOS-60002061","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","DM","Dominica","CFIHOS-60002063","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","DO","Dominican Republic","CFIHOS-60002064","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","DZ","Algeria","CFIHOS-60002000","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","EC","Ecuador","CFIHOS-60002065","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","EE","Estonia","CFIHOS-60002070","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","EG","Egypt","CFIHOS-60002066","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","EH","Western Sahara","CFIHOS-60002241","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","ER","Eritrea","CFIHOS-60002069","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","ES","Spain","CFIHOS-60002204","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","ET","Ethiopia","CFIHOS-60002071","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","FI","Finland","CFIHOS-60002075","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","FJ","Fiji","CFIHOS-60002074","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","FK","Falkland Islands (Malvinas)","CFIHOS-60002072","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","FM","Micronesia (Federated States of)","CFIHOS-60002140","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","FO","Faroe Islands","CFIHOS-60002073","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","FR","France","CFIHOS-60002076","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GA","Gabon","CFIHOS-60002080","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GB","United Kingdom of Great Britain and Northern Ireland","CFIHOS-60002230","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GD","Grenada","CFIHOS-60002088","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GE","Georgia","CFIHOS-60002082","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GF","French Guiana","CFIHOS-60002077","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GG","Guernsey","CFIHOS-60002092","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GH","Ghana","CFIHOS-60002084","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GI","Gibraltar","CFIHOS-60002085","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GL","Greenland","CFIHOS-60002087","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GM","Gambia","CFIHOS-60002081","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GN","Guinea","CFIHOS-60002093","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GP","Guadeloupe","CFIHOS-60002089","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GQ","Equatorial Guinea","CFIHOS-60002068","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GR","Greece","CFIHOS-60002086","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GS","South Georgia and the South Sandwich Islands","CFIHOS-60002202","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GT","Guatemala","CFIHOS-60002091","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GU","Guam","CFIHOS-60002090","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GW","Guinea-Bissau","CFIHOS-60002094","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","GY","Guyana","CFIHOS-60002095","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","HK","China, Hong Kong Special Administrative Region","CFIHOS-60002044","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","HM","Heard Island and McDonald Islands","CFIHOS-60002097","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","HN","Honduras","CFIHOS-60002099","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ja","Japanese","CFIHOS-60001891","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","jv","Javanese","CFIHOS-60001892","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ka","Georgian","CFIHOS-60001893","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kg","Kongo","CFIHOS-60001894","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ki","Kikuyu; Gikuyu","CFIHOS-60001895","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kj","Kuanyama; Kwanyama","CFIHOS-60001896","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kk","Kazakh","CFIHOS-60001897","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kl","Kalaallisut; Greenlandic","CFIHOS-60001898","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","km","Central Khmer","CFIHOS-60001899","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kn","Kannada","CFIHOS-60001900","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ko","Korean","CFIHOS-60001901","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kr","Kanuri","CFIHOS-60001902","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ks","Kashmiri","CFIHOS-60001903","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ku","Kurdish","CFIHOS-60001904","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kv","Komi","CFIHOS-60001905","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","kw","Cornish","CFIHOS-60001906","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ky","Kirghiz; Kyrgyz","CFIHOS-60001907","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","la","Latin","CFIHOS-60001908","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","lb","Luxembourgish; Letzeburgesch","CFIHOS-60001909","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","lg","Ganda","CFIHOS-60001910","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","li","Limburgan; Limburger; Limburgish","CFIHOS-60001911","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ln","Lingala","CFIHOS-60001912","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","lo","Lao","CFIHOS-60001913","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","lt","Lithuanian","CFIHOS-60001914","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","lu","Luba-Katanga","CFIHOS-60001915","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","lv","Latvian","CFIHOS-60001916","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","mg","Malagasy","CFIHOS-60001917","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","mh","Marshallese","CFIHOS-60001918","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","mi","Maori","CFIHOS-60001919","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","mk","Macedonian","CFIHOS-60001920","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ml","Malayalam","CFIHOS-60001921","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","mn","Mongolian","CFIHOS-60001922","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","mr","Marathi","CFIHOS-60001923","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ms","Malay","CFIHOS-60001924","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","mt","Maltese","CFIHOS-60001925","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","my","Burmese","CFIHOS-60001926","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","na","Nauru","CFIHOS-60001927","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","nb","Bokmål, Norwegian; Norwegian Bokmål","CFIHOS-60001928","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","nd","Ndebele, North; North Ndebele","CFIHOS-60001929","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ne","Nepali","CFIHOS-60001930","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ng","Ndonga","CFIHOS-60001931","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","nl","Dutch; Flemish","CFIHOS-60001692","ISO 639-1:2002","2019-03-29T14:51:13.427Z","2021-10-12T15:02:03.835Z",,"CR0027;CR0030;CR0032;FR69","STANDARD"
"ISO language","nn","Norwegian Nynorsk; Nynorsk, Norwegian","CFIHOS-60001932","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","no","Norwegian","CFIHOS-60001933","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","nr","Ndebele, South; South Ndebele","CFIHOS-60001934","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","nv","Navajo; Navaho","CFIHOS-60001935","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ny","Chichewa; Chewa; Nyanja","CFIHOS-60001936","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","oc","Occitan","CFIHOS-60001937","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","oj","Ojibwa","CFIHOS-60001938","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","om","Oromo","CFIHOS-60001939","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","or","Oriya","CFIHOS-60001940","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","os","Ossetian; Ossetic","CFIHOS-60001941","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","pa","Panjabi; Punjabi","CFIHOS-60001942","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","pi","Pali","CFIHOS-60001943","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","pl","Polish","CFIHOS-60001944","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ps","Pushto; Pashto","CFIHOS-60001945","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","pt","Portuguese","CFIHOS-60001946","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","qu","Quechua","CFIHOS-60001947","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","rm","Romansh","CFIHOS-60001948","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","rn","Rundi","CFIHOS-60001949","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ro","Romanian; Moldavian; Moldovan","CFIHOS-60001950","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","ru","Russian","CFIHOS-60001693","ISO 639-1:2002","2019-03-29T14:51:13.427Z","2021-10-12T15:02:03.835Z",,"CR0027;CR0030;CR0032;FR69","STANDARD"
"ISO language","rw","Kinyarwanda","CFIHOS-60001951","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sa","Sanskrit","CFIHOS-60001952","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sc","Sardinian","CFIHOS-60001953","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sd","Sindhi","CFIHOS-60001954","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","se","Northern Sami","CFIHOS-60001955","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sg","Sango","CFIHOS-60001956","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","si","Sinhala; Sinhalese","CFIHOS-60001957","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sk","Slovak","CFIHOS-60001958","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sl","Slovenian","CFIHOS-60001959","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sm","Samoan","CFIHOS-60001960","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sn","Shona","CFIHOS-60001961","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","so","Somali","CFIHOS-60001962","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sq","Albanian","CFIHOS-60001963","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO language","sr","Serbian","CFIHOS-60001964","ISO 639-1:2002","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
