"CFIHOS unique id","discipline CFIHOS unique id","discipline code","discipline name","document type CFIHOS unique id","document type short code","document type name","document type description","discipline document type short code","asset type reference","representation type","native file delivery timing","native document fomat","authenticated record format","required document status for detailed engineering","required document status for construction","required document status for commissioning","required document status for startup","required document status for operations","review type","discipline document type comment","hardcopy document required","translated document required","status","created date","modified date","terminated date","change request number","synonym"
"CFIHOS-20001155","CFIHOS-20000026","PX","process engineering","CFIHOS-70000390","3323","technical note","A communication documenting how an engineering or maintenance issue will be resolved and what the implication of the solution is.","PX3323","Site","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001156","CFIHOS-20000026","PX","process engineering","CFIHOS-70000185","3329","integrity operating envelope","Specifies the lower and upper safe working operating parameters (temperature, pressure, composition, flow) that shall be used for sizing unit operations.","PX3329","Tag",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001157","CFIHOS-20000026","PX","process engineering","CFIHOS-70000166","3342","heat and mass balance summary","A report detailing heat & mass balance for an individual design case. It will contain all required process compositions and parameters for selected locations through the process.","PX3342","Process_Unit","Structured Data","not applicable",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001158","CFIHOS-20000026","PX","process engineering","CFIHOS-70000323","3363","safeguarding memorandum","A document outlining the premise and intent for decisions that are to be followed regarding process relief cases, the ultimate safeguards (relief devices) and penultimate safeguards (safeguards by instrumentation) for process integrity of a particular process unit. It complements the Process Safeguarding Flow Diagram.","PX3363","Plant","Text","at handover",,,"IFD","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001159","CFIHOS-20000026","PX","process engineering","CFIHOS-70000126","4322","equipment list","A customized list developed to support discipline activities, extract from a Register that is used as a secondary reference (i.e. not the master). Considers all potential disciplines. Covers: conduits, panels, pipe supports, piping speciality items, lighting, etc.","PX4322","Plant","Structured Data","during project",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001160","CFIHOS-20000026","PX","process engineering","CFIHOS-70000337","4363","tie-in list","Tie-in list identifies areas of a brownfield facility where connections will be made. May include interfaces between project stages, contractors and systems (e.g. new to existing plant connections).","PX4363","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001161","CFIHOS-20000026","PX","process engineering","CFIHOS-70000169","4603","hydraulic calculation","Calculations to indicate basis on which equipment is sized, including pipe friction losses, equipment elevations and terminal point static pressures. Includes Net Positive Suction Head calculations and other steady state conditions. Also includes calculation of hydraulic surge (synonym Water Hammer) for the purpose of determining valve sizing, closing speed, etc.","PX4603","Process_Unit","not specified","not applicable",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001162","CFIHOS-20000026","PX","process engineering","CFIHOS-70000294","4814","process manual","Defines the process design and operations requirement for a specific process unit operation. This will ultimately feed itno the Plant Operations Manual.","PX4814","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001163","CFIHOS-20000026","PX","process engineering","CFIHOS-70000091","5507","design philosophy","A document outlining the premise and intent for decisions that are to be followed regarding a design. A set of ideas, beliefs, or underlying theory.","PX5507","Site","Text","at handover",,,"IFD","not specified","not specified","not specified","IFD","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001164","CFIHOS-20000026","PX","process engineering","CFIHOS-70000192","5517","isolation philosophy","A document outlining the premise and intent for isolation philosophy for safe plant operation and maintenance.","PX5517","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001165","CFIHOS-20000026","PX","process engineering","CFIHOS-70000219","5520","metering philosophy","A document outlining the premise and intent for the metering and allocation philosophy for fiscal measurement for the purpose of sales or purchase relating to utilities and/or products/feedstocks.","PX5520","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001166","CFIHOS-20000026","PX","process engineering","CFIHOS-70000291","5527","process description philosophy","Description of the Process Design and assumptions.","PX5527","Process_Unit","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001167","CFIHOS-20000026","PX","process engineering","CFIHOS-70000253","5680","general philosophy","A document outlining the premise and intent for decisions that are to be followed regarding a specific subject. Typically provided as instruction from Owner Operator.","PX5680","Site","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001168","CFIHOS-20000026","PX","process engineering","CFIHOS-70000398","5721","engineering design strategy","A strategy about the philosophy and approach for a design.","PX5721","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001169","CFIHOS-20000026","PX","process engineering","CFIHOS-70000213","5743","material selection plan",,"PX5743","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001170","CFIHOS-20000026","PX","process engineering","CFIHOS-70000255","5880","general plan","A document capturing what particular activities and requirements will be executed and delivered.  Typically the plan is built upon a strategy.","PX5880","Plant","Text","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001171","CFIHOS-20000026","PX","process engineering","CFIHOS-70000001","6067","acceptance test procedure","Includes FAT and non-FAT (Factory Acceptance Test) procedures. Also see Acceptance Test Report for definitions.","PX6067","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001172","CFIHOS-20000026","PX","process engineering","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","PX6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001173","CFIHOS-20000026","PX","process engineering","CFIHOS-70000296","6204","process, utility calculation","Process related calculations to prove that the item of equipment or system selected meets the design criteria. Utilises input from the PX1216 Heat and Mass Balance Calculation.","PX6204","Process_Unit","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001174","CFIHOS-20000026","PX","process engineering","CFIHOS-70000122","6612","master tag-equipment register","An authoritative collection of values with a relationship to a specific equipment or tag.  The columns of this collection is specified and controlled.","PX6612","Tag","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001175","CFIHOS-20000026","PX","process engineering","CFIHOS-70000259","7180","general report","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","PX7180","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001176","CFIHOS-20000026","PX","process engineering","CFIHOS-70000389","7205","technical deviation request","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","PX7205","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001177","CFIHOS-20000026","PX","process engineering","CFIHOS-70000092","7403","design review report","A report documenting verification of a design, based on comparison with standards, constructability, operability, safety, etc. May be performed by internal or external resources.","PX7403","Process_Unit","Text","during project",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001178","CFIHOS-20000026","PX","process engineering","CFIHOS-70000405","7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","PX7739","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001179","CFIHOS-20000026","PX","process engineering","CFIHOS-70000314","7741","relief, blowdown specification","Sizing data for the relief and blowdown systems.  Preliminary version to be developed for project specification","PX7741","Process_Unit","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001180","CFIHOS-20000026","PX","process engineering","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","PX7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001181","CFIHOS-20000026","PX","process engineering","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","PX7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001182","CFIHOS-20000026","PX","process engineering","CFIHOS-70000264","7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","PX7880","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
